id,label,softwaretype,con_medicine,con_biochemistry_genetics_and_molecular_biology,con_agricultural_and_biological_sciences,con_neuroscience,con_computer_science,con_mathematics,con_environmental_science,con_immunology_and_microbiology,con_pharmacology_toxicology_and_pharmaceutics,con_chemistry,con_physics_and_astronomy,con_social_sciences,con_NA,con_veterinary,con_health_professions,con_chemical_engineering,con_engineering,con_nursing,con_materials_science,con_multidisciplinary,con_psychology,mt_usage,mt_mention,mt_deposition,mt_creation,community_no,degree_in,degree_out,betweenness
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FNIRT>,FNIRT,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10.478722121760097,14,0
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FSLVBM>,VBM,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10.478722121760097,14,0
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/MELODIC>,Multivariate Exploratory Linear Optimized Decomposition into Independent Components,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10.478722121760097,14,0
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/Randomise>,threshold-free cluster enhancement,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10.478722121760097,14,0
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/TBSS>,tract-based spatial statistics,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10.478722121760097,14,0
<https://www.statisticalinnovations.com/latent-gold>,LatentGold,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.0025316455696202528,1,0
<https://www.wikidata.org/wiki/Q1153889>,DIVA-GIS,Application,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.850357732526142,4,0
<https://www.altmetric.com/products/free-tools/bookmarklet>,Altmetric,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0.5025316455696203,2,0
<https://bioinformatics.mdanderson.org/public-software/tanric>,TANRIC,Application,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.2733649789029536,3,0
<https://www.ibm.com/products/spss-advanced-statistics>,Advanced Model,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.0025316455696202528,1,0
<https://www.bio-rad.com/en-de/product/image-lab-software?ID=KRE6P5E8Z>,Image Lab,Application,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,16,8.023364978902954,6,0
<http://apps.cytoscape.org/apps/mcode>,MCODE,PlugIn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,6.00253164556962,9,0
<http://www.microrna.org/>,microRNA,Application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,6.00253164556962,9,0
<http://www.vsh.com/products/mflt>,ModFit,Application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,6.00253164556962,9,0
<https://www.theppinetwork.com/>,PPI Network,Application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,6.00253164556962,9,0
<https://xenabrowser.net/hub>,Xena,Application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,6.00253164556962,9,0
<http://data.gesis.org/somesci/DRAEGER_EIT_DATA_ANALYSIS_TOOL_01>,Draeger EIT Data Analysis Tool,Application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.0025316455696202528,1,0
<https://www.wikidata.org/wiki/Q2985668>,matplotlib,PlugIn,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,8,9.226495726495727,4.666666666666666,12
<http://www.spatialecology.com/htools>,Hawth's analysis tools for ArcGis,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1.6111111111111112,3,0
<https://desktop.arcgis.com/en/arcobjects/latest/net/webframe.htm#PerformingAnalysisWithSpatialAnalyst.htm>,Spatial Analyst,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1.6111111111111112,3,0
<https://www.wikidata.org/wiki/Q1913760>,Maxent,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,4.611111111111111,3,20
<https://www.textronsystems.com/products/lidar-analyst>,LiDAR Analyst,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.1111111111111111,1,0
<https://sites.google.com/site/fukunagatsu/software/capr>,CapR,Application,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0.06666666666666667,1,0
<http://www.medyan.org/>,MEDYAN,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.06666666666666667,1,0
<https://github.com/ruolin/strawberry>,Strawberry,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.06666666666666667,1,0
<https://sbalzarini-lab.org/?q=downloads/stochastic_chemical_net>,pSSAlib,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.06666666666666667,1,0
<http://www.treedyn.org/>,TreeDyn,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,1,1,0
<http://bioinfo.unice.fr/ohm>,OHM,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,1,1,0
<https://proteomics.broadinstitute.org/>,Spectrum Mill,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2.076388888888889,4,0
<https://www.heka.com/downloads/downloads_main.html#down_patchmaster>,Patchmaster,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2.076388888888889,4,0
<https://www.tse-systems.com/product-details/videomot2>,Videomot,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2.076388888888889,4,0
<https://www.wikidata.org/wiki/Q5597064>,InStat,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0.07638888888888888,1,0
<http://bg.upf.edu/condel>,Condel,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4.909722222222222,10,0
<http://www.novocraft.com/products/novoalign>,Novoalign,Application,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,10.725106837606837,9,0
<https://cadd.gs.washington.edu/>,CADD,Application,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,19.552579365079364,13.5,0
<https://gatk.broadinstitute.org/>,Genome Analysis Toolkit,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4.909722222222222,10,0
<https://github.com/myourshaw/vax>,VAX,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4.909722222222222,10,0
<https://sift.bii.a-star.edu.sg/>,Sift,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4.909722222222222,10,0
<https://www.qbaseplus.com/>,qBase,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,2.676388888888889,3,0
<http://www.zeiss.com/microscopy/int/products/microscope-software/axiovision>,Axio Vision,Application,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.5763888888888888,3,0
<https://imaris.oxinst.com/>,IMARIS,Application,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,5,6.0472222222222225,5.5,0
<http://www.cytobank.org/>,Cytobank,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5.576388888888889,9,0
<https://www.bruker.com/de/products-and-solutions/mr/nmr-software/topspin.html>,TopSpin,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5.576388888888889,9,0
<https://www.bruker.com/en/services/training/magnetic-resonance/nmr-trainings/germany-switzerland/amix-software.html>,AMIX,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5.576388888888889,9,0
<https://www.chenomx.com/>,Chenomx,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5.576388888888889,9,0
<https://www.qiagen.com/us/products/discovery-and-translational-research/epigenetics/dna-methylation/methylation-specific-pcr/rotor-gene-q>,Rotor-Gene Q,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5.576388888888889,9,0
<https://www.sartorius.com/en/products/process-analytical-technology/data-analytics-software/mvda-software/simca>,SIMCA-P,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5.576388888888889,9,0
<https://www.cytivalifesciences.com/imagingsoftware>,ImageQuant TL,Application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1.0763888888888888,4,0
<https://www.imsc.res.in/~rsidd/phylogibbs>,PhyloGibbs,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,1,1,0
<https://www.imsc.res.in/~rsidd/phylogibbs-mp>,PhyloGibbs-MP,PlugIn,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,25,1,1,0
<https://www.wikidata.org/wiki/Q3699942>,Cytoscape,Application,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,14.701992753623188,6.333333333333331,4039
<https://www.agilent.com/en/product/software-informatics/mass-spectrometry-software/data-acquisition/acquisition-for-lc-ms>,MassHunter Acquisition,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2.020833333333333,3,0
<https://www.agilent.com/en/product/software-informatics/mass-spectrometry-software/data-analysis/mass-profiler-professional-software>,Mass Profiler Professional,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2.020833333333333,3,0
<https://www.agilent.com/en/product/software-informatics/mass-spectrometry-software/data-analysis/qualitative-analysis>,MassHunter Qualitative Analysis,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2.020833333333333,3,0
<http://vina.scripps.edu/>,Vina,Application,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4.270833333333334,7,0
<https://www.3ds.com/products-services/biovia/products/data-science/biovia-insight>,InsightII,Application,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4.270833333333334,7,0
<https://www.combosyn.com/>,CompuSyn,Application,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,4.7853260869565215,4,0
<https://www.wikidata.org/wiki/Q1373457>,PyMOL,Application,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4.270833333333334,7,0
<https://www.wikidata.org/wiki/Q220182>,Linux Red Hat,OperatingSystem,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4.270833333333334,7,0
<http://tools.thermofisher.com/content/sfs/manuals/Man-XCALI-97194-BioWorks-331-SP1-User-ManXCALI97194-B-EN.pdf>,Bioworks,Application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5.7019927536231885,9,0
<http://www.funrich.org/>,FunRich,Application,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5.7019927536231885,9,0
<https://apps.cytoscape.org/apps/cluego>,ClueGO,PlugIn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5.7019927536231885,9,0
<https://apps.cytoscape.org/apps/clustermaker>,clusterMaker,PlugIn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5.7019927536231885,9,0
<https://apps.cytoscape.org/apps/reactomefis>,Reactome,PlugIn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5.7019927536231885,9,0
<https://www.psb.ugent.be/cbd/papers/BiNGO/Home.html>,BiNGO,PlugIn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5.7019927536231885,9,0
<https://www.zeiss.de/mikroskopie/produkte/mikroskopsoftware/zen.html>,ZEN,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.020833333333333332,1,0
<http://biotools.nubic.northwestern.edu/OligoCalc.html>,Oligo Calc,Application,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3.1875,5,0
<https://dataanalysis.qiagen.com/pcr/documents/RT2ProfilerDataAnalysisHandbook.pdf>,RT2 Profiler PCR Array Data analysis,Application,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3.1875,5,0
<https://www.bdbiosciences.com/en-us/instruments/research-instruments/research-software/flow-cytometry-acquisition/facsuite-software>,FACSuite,Application,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3.1875,5,0
<https://www.olympus-lifescience.com/software/cellsens>,cellSens Dimension,Application,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3.1875,5,0
<https://www.emka.fr/product/iox2-software>,Iox,Application,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,1.0208333333333335,3,0
<https://www.ansys.com/products/fluids>,CFD,Application,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,4.470833333333333,8,0
<https://www.leica-microsystems.com/products/microscope-software/p/leica-las-x-ls>,LAS X,Application,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,4.470833333333333,8,0
<https://www.solidworks.com/product/solidworks-3d-cad>,CAD,Application,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,4.470833333333333,8,0
<https://www.wikidata.org/wiki/Q1243769>,Quicktime,Application,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,4.470833333333333,8,0
<https://softgenetics.com/mutationSurveyor.php>,Mutation Surveyor,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.604978354978355,5,0
<https://www.wikidata.org/wiki/Q5533486>,Genome browser,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.604978354978355,5,0
<https://github.com/arq5x/gemini>,GEMINI,Application,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,11,14.142857142857142,8.5,0
<http://conifer.sourceforge.net/>,CoNIFER,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,13.642857142857142,17,0
<http://csg.sph.umich.edu/abecasis/Pedstats>,PEDSTATS,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,13.642857142857142,17,0
<http://penncnv.openbioinformatics.org/en/latest>,PennCNV,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,13.642857142857142,17,0
<http://sfu-compbio.github.io/mrsfast>,mrsFAST,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,13.642857142857142,17,0
<http://www.imperial.ac.uk/people/l.coin>,cnvHap,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,13.642857142857142,17,0
<http://www.sph.umich.edu/csg/abecasis/Merlin>,MERLIN,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,13.642857142857142,17,0
<https://faculty.washington.edu/browning/beagle/beagle.html>,BEAGLE,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,13.642857142857142,17,0
<https://faculty.washington.edu/wijsman/software.shtml>,PBAP,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,13.642857142857142,17,0
<https://gvs.gs.washington.edu/GVS150>,Genome Variation Server,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,13.642857142857142,17,0
<https://sites.stat.washington.edu/thompson/Genepi/MORGAN/Morgan.shtml>,MORGAN,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,13.642857142857142,17,0
<https://snp.gs.washington.edu/SeattleSeqAnnotation>,Seattle Seq,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,13.642857142857142,17,0
<https://www.ensembl.org/info/docs/tools/vep>,Variant Effect Predictor,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,13.642857142857142,17,0
<https://www.jurgott.org/linkage/SLINK.htm>,SLINK,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,13.642857142857142,17,0
<https://genorm.cmgg.be/>,GeNorm,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.1666666666666667,2,0
<https://www.datasci.com/products/software/dataquest-art>,Dataquest,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.1666666666666667,2,0
<https://www.broadinstitute.org/birdsuite>,Birdseye,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0.6428571428571428,2,0
<https://web.stanford.edu/group/pritchardlab/structure.html>,Structure,Application,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,29.1266139657444,17.000000000000004,1588
<http://tree.bio.ed.ac.uk/software/tracer>,Tracer,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,27.79328063241107,25,0
<https://beast.community/>,BEAST,Application,2,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,4,30.370203709334145,13.25,1588
<https://github.com/ddarriba/modeltest>,MODELTEST,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,27.79328063241107,25,0
<https://github.com/veg/datamonkey-js>,Datamonkey,Application,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,18.445454545454545,16.5,0
<https://www.wikidata.org/wiki/Q10920783>,MrBayes,Application,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,30.80540184453228,18.999999999999993,0
<https://www.wikidata.org/wiki/Q47519550>,Geneland,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,27.79328063241107,25,0
<https://www.wikidata.org/wiki/Q5427149>,Fstat,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,27.79328063241107,25,0
<https://www.wikidata.org/wiki/Q7118292>,PAUP,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,27.79328063241107,25,0
<http://hpc.ilri.cgiar.org/beca/bioinfo/convert.html>,convert,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11.359947299077735,24,0
<http://www1.montpellier.inra.fr/CBGP/software/Bottleneck/bottleneck.html>,BOTTLENECK,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,18.109947299077735,16,0
<https://beast.community/logcombiner>,LogCombiner,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11.359947299077735,24,0
<https://github.com/rambaut/figtree>,Fig Tree,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11.359947299077735,24,0
<https://peterbeerli.com/migrate-html5>,migrate,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11.359947299077735,24,0
<https://sourceforge.net/projects/ibdws>,IBDWS,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11.359947299077735,24,0
<https://www.beast2.org/treeannotator>,TreeAnnotator,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11.359947299077735,24,0
<https://www.wikidata.org/wiki/Q42274>,Google Earth,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,14.359947299077735,13.5,3148
<http://www.softberry.com/berry.phtml>,FGENESB,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7.854978354978355,11,0
<https://bruker-daltonics-biotools.software.informer.com/3.0>,BioTools,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7.854978354978355,11,0
<https://github.com/sanger-pathogens/Artemis>,Artemis,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7.854978354978355,11,0
<https://phylopythias.bifo.helmholtz-hzi.de/>,PhylopythiaS,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,7.854978354978355,11,0
<https://rast.nmpdr.org/>,Rapid Annotation using Subsystem Technology,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7.854978354978355,11,0
<https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_5400.pdf>,ProteomeWeaver,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7.854978354978355,11,0
<https://www.bruker.com/en/products-and-solutions/mass-spectrometry/maldi-tof/autoflex-max.html>,Flex Analysis,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7.854978354978355,11,0
<https://www.wikidata.org/wiki/Q3047275>,InterPro,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7.854978354978355,11,0
<https://www.hyphy.org/>,HyPhy,Application,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2.012121212121212,7,0
<http://www3.psych.purdue.edu/~willia55/Announce/cyberball.htm>,Cyberball,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.041666666666666664,1,0
<http://data.gesis.org/somesci/ALPHASIM_01>,AlphaSim,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.375,3,0
<http://www.restfmri.net/forum/REST_V1.8>,REST,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.375,3,0
<https://www.wikidata.org/wiki/Q1026367>,Scikit-learn,PlugIn,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,6.951923076923077,6,0
<http://www.nitrc.org/projects/conn>,CONN,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.3845238095238095,4,0
<https://www.nitrc.org/projects/artifact_detect>,ART,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.3845238095238095,4,0
<https://www.wikidata.org/wiki/Q23992212>,NeuroSynth,Application,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,13.11346153846154,8.5,0
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FslView>,FSLView,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3.0801282051282053,6,0
<https://pypi.org/project/nilearn>,Nilearn,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3.0801282051282053,6,0
<https://www.nitrc.org/projects/mricron>,Mricron,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3.0801282051282053,6,0
<http://homepages.ed.ac.uk/pmckeigu/software/admixmap>,ADMIXMAP,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0.3333333333333333,1,0
<http://stephenslab.uchicago.edu/phase/download.html>,PHASE,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15.433333333333334,26,0
<http://www.bioportal.uio.no/>,Bioportal,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,15.433333333333334,26,0
<http://www.lillo.org.ar/phylogeny/VIP>,VIP,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,15.433333333333334,26,0
<http://www.nrp.ac.uk/nrp-strategic-alliances/elsa/software/microchecker/>,MICRO-CHECKER,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,22.183333333333334,17,0
